非：├─ 车辆轨迹点  carid:12032 | 里程:1122682 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04415130615234,30.92347526550293 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+682.5 | 航向角: 173.86281
非：├─ 车辆轨迹点  carid:12041 | 里程:1122186 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B74867 (颜色:2) | 坐标: 114.04386901855469,30.927928924560547 | 速度: 41.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+186 | 航向角: 353.90417
非：├─ 车辆轨迹点  carid:12044 | 里程:1122013 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B2AC11 (颜色:1) | 坐标: 114.04389190673828,30.928442001342773 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+13 | 航向角: 173.82547
非：├─ 车辆轨迹点  carid:12045 | 里程:1122045 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A77445 (颜色:1) | 坐标: 114.0439224243164,30.92555046081543 | 速度: 51.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+45.5 | 航向角: 173.75992
非：├─ 车辆轨迹点  carid:12046 | 里程:1122247 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E5C1627 (颜色:4) | 坐标: 114.04386138916016,30.927377700805664 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+247 | 航向角: 353.61517
非：├─ 车辆轨迹点  carid:12047 | 里程:1122254 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂EE90L0 (颜色:0) | 坐标: 114.04386138916016,30.92731475830078 | 速度: 85.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+254 | 航向角: 353.6677
非：├─ 车辆轨迹点  carid:12050 | 里程:1122781 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BSX942 (颜色:0) | 坐标: 114.04428100585938,30.922574996948242 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+781 | 航向角: 174.01245
非：├─ 车辆轨迹点  carid:12051 | 里程:1122688 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E2YZ20 (颜色:0) | 坐标: 114.04393768310547,30.928997039794922 | 速度: 47.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+688.5 | 航向角: 174.15675
非：├─ 车辆轨迹点  carid:12052 | 里程:1122513 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B854VC (颜色:5) | 坐标: 114.04398345947266,30.924978256225586 | 速度: 49.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+513 | 航向角: 354.01492
非：├─ 车辆轨迹点  carid:12053 | 里程:1122357 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E8NQX6 (颜色:9) | 坐标: 114.04387664794922,30.926380157470703 | 速度: 58.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+357.5 | 航向角: 353.8226
非：├─ 车辆轨迹点  carid:12056 | 里程:1122423 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A1NHA0 (颜色:0) | 坐标: 114.04390716552734,30.925785064697266 | 速度: 46.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+423.5 | 航向角: 177.86029
非：├─ 车辆轨迹点  carid:12057 | 里程:1122526 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E587U0 (颜色:1) | 坐标: 114.04399108886719,30.924861907958984 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+526 | 航向角: 175.92332
非：├─ 车辆轨迹点  carid:12058 | 里程:1122712 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂ETXHH2 (颜色:1) | 坐标: 114.044189453125,30.923192977905273 | 速度: 56.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+712 | 航向角: 353.75266
非：├─ 车辆轨迹点  carid:12059 | 里程:1122879 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BRR4T74 (颜色:4) | 坐标: 114.04440307617188,30.921707153320312 | 速度: 42.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+879 | 航向角: 353.96988
非：├─ 车辆轨迹点  carid:12062 | 里程:1122194 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BQ39606 (颜色:4) | 坐标: 114.04386138916016,30.9278564453125 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+194 | 航向角: 182.29433
非：├─ 车辆轨迹点  carid:12063 | 里程:1122143 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BV7480J (颜色:4) | 坐标: 114.04388427734375,30.928312301635742 | 速度: 43.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+143.5 | 航向角: 183.68965
非：├─ 车辆轨迹点  carid:12064 | 里程:1123038 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BH7T3G (颜色:0) | 坐标: 114.04631042480469,30.908245086669922 | 速度: 54.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1123+38.5 | 航向角: 353.94608
非：├─ 车辆轨迹点  carid:12065 | 里程:1123088 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A0007K (颜色:0) | 坐标: 114.04650115966797,30.90374755859375 | 速度: 46.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1123+88.5 | 航向角: 353.96332
非：├─ 车辆轨迹点  carid:12068 | 里程:1121909 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AN336Y (颜色:0) | 坐标: 114.0440902709961,30.930404663085938 | 速度: 54.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1121+909 | 航向角: 188.559
非：├─ 车辆轨迹点  carid:12069 | 里程:1121910 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B4V9R6 (颜色:0) | 坐标: 114.0440902709961,30.930395126342773 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+910 | 航向角: 188.53755
非：├─ 车辆轨迹点  carid:12070 | 里程:1123348 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BI0J01 (颜色:11) | 坐标: 114.04627990722656,30.908533096313477 | 速度: 41.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1123+348.5 | 航向角: 355.08267
非：├─ 车辆轨迹点  carid:12071 | 里程:1123341 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BF3WJ6 (颜色:0) | 坐标: 114.04627227783203,30.908592224121094 | 速度: 55.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1123+341 | 航向角: 354.96637

非：├─ 车辆轨迹点  carid:11871 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B0JOJ2 (颜色:0) | 坐标: 114.03475,30.85491 | 速度: 42.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 175.96796
非：├─ 车辆轨迹点  carid:11877 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂ABZ116 (颜色:0) | 坐标: 114.0347,30.85552 | 速度: 44.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 176.733
非：├─ 车辆轨迹点  carid:11883 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B0826O (颜色:0) | 坐标: 114.03465,30.85609 | 速度: 60.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 177.80615
非：├─ 车辆轨迹点  carid:11888 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂ETGW34 (颜色:0) | 坐标: 114.035675,30.84901 | 速度: 79.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.13402
非：├─ 车辆轨迹点  carid:11889 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AKB7A4 (颜色:0) | 坐标: 114.03462,30.856672 | 速度: 64.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 178.59439
非：├─ 车辆轨迹点  carid:11894 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B6N027 (颜色:1) | 坐标: 114.03552,30.849798 | 速度: 50.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.54802
非：├─ 车辆轨迹点  carid:11895 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AKIT4L (颜色:6) | 坐标: 114.0346,30.857306 | 速度: 62.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 179.60498
非：├─ 车辆轨迹点  carid:11900 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AFI30V (颜色:3) | 坐标: 114.03541,30.850367 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.20903
非：├─ 车辆轨迹点  carid:11901 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BJ1H40 (颜色:0) | 坐标: 114.034584,30.85793 | 速度: 52.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 180.34366
非：├─ 车辆轨迹点  carid:11906 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B247T06 (颜色:4) | 坐标: 114.03456,30.857073 | 速度: 63.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 179.05551
非：├─ 车辆轨迹点  carid:11907 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E22AY6 (颜色:2) | 坐标: 114.03485,30.862701 | 速度: 48.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 187.00435
非：├─ 车辆轨迹点  carid:11912 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AB5985 (颜色:0) | 坐标: 114.034546,30.857798 | 速度: 60.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 180.0882
非：├─ 车辆轨迹点  carid:11913 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AC3115 (颜色:9) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 61.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 188.0262
非：├─ 车辆轨迹点  carid:11918 | 里程:0 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AIO3F5 (颜色:5) | 坐标: 114.03454,30.858383 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 180.95857
非：├─ 车辆轨迹点  carid:11919 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E875SF (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 54.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 188.80763
非：├─ 车辆轨迹点  carid:11924 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E04M44 (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 41.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 194.15286
非：├─ 车辆轨迹点  carid:11925 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B88G9M (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.30121
非：├─ 车辆轨迹点  carid:11930 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B91727 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 195.13899
非：├─ 车辆轨迹点  carid:11931 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂EA8U86 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.5461
非：├─ 车辆轨迹点  carid:11936 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AK9197 (颜色:6) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 196.73798
非：├─ 车辆轨迹点  carid:11937 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E65P05 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 55.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.48265
非：├─ 车辆轨迹点  carid:11942 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A8299Y (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 58.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.3018
非：├─ 车辆轨迹点  carid:11943 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BP93N5 (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 41.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.34448
非：├─ 车辆轨迹点  carid:11948 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B3C588 (颜色:0) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.44078
非：├─ 车辆轨迹点  carid:11949 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B16489 (颜色:1) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.31258
非：├─ 车辆轨迹点  carid:11954 | 里程:1126396 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂BLUBUT (颜色:2) | 坐标: 114.0416488647461,30.885160446166992 | 速度: 63.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+396 | 航向角: 197.43016
非：├─ 车辆轨迹点  carid:11955 | 里程:1126524 | 时间：2025-03-21 22:11:34:143 | 车牌: 京E42295C (颜色:4) | 坐标: 114.04149627685547,30.884706497192383 | 速度: 61.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.44087
非：├─ 车辆轨迹点  carid:11960 | 里程:1126316 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂ED2L3N (颜色:5) | 坐标: 114.04156494140625,30.884918212890625 | 速度: 74.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+316 | 航向角: 197.30139
非：├─ 车辆轨迹点  carid:11961 | 里程:1126464 | 时间：2025-03-21 22:11:34:143 | 车牌: 京EL18733 (颜色:4) | 坐标: 114.040283203125,30.881145477294922 | 速度: 30.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+464 | 航向角: 197.55243
非：├─ 车辆轨迹点  carid:11966 | 里程:1126249 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B4G27K (颜色:0) | 坐标: 114.0409164428711,30.883014678955078 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+249 | 航向角: 197.43912
非：├─ 车辆轨迹点  carid:11967 | 里程:1126398 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B4Z535W (颜色:4) | 坐标: 114.04048156738281,30.881731033325195 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+398.5 | 航向角: 197.42424
非：├─ 车辆轨迹点  carid:11972 | 里程:1125749 | 时间：2025-03-21 22:11:34:143 | 车牌: 豫B16VN6L (颜色:4) | 坐标: 114.04239654541016,30.88734245300293 | 速度: 54.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+749 | 航向角: 197.3885
非：├─ 车辆轨迹点  carid:11973 | 里程:1126105 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B3X33A (颜色:5) | 坐标: 114.04133605957031,30.884252548217773 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+105 | 航向角: 197.52512
非：├─ 车辆轨迹点  carid:11976 | 里程:1125453 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂EU695J (颜色:0) | 坐标: 114.04326629638672,30.889894485473633 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+453 | 航向角: 197.36299
非：├─ 车辆轨迹点  carid:11978 | 里程:1125316 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A5E9H0 (颜色:0) | 坐标: 114.04451751708984,30.893571853637695 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+316 | 航向角: 197.32108
非：├─ 车辆轨迹点  carid:11979 | 里程:1125494 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B7619Q (颜色:0) | 坐标: 114.04314422607422,30.88953971862793 | 速度: 62.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+494 | 航向角: 197.39326
非：├─ 车辆轨迹点  carid:11984 | 里程:1125248 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂ALL315 (颜色:2) | 坐标: 114.04386901855469,30.891672134399414 | 速度: 72.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+248.5 | 航向角: 197.28683
非：├─ 车辆轨迹点  carid:11985 | 里程:1125428 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A7VR71 (颜色:9) | 坐标: 114.04334259033203,30.89011573791504 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+428.5 | 航向角: 197.3719
非：├─ 车辆轨迹点  carid:11990 | 里程:1125173 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂EZRC7R (颜色:6) | 坐标: 114.0440902709961,30.89231300354004 | 速度: 59.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+173.5 | 航向角: 197.39388
非：├─ 车辆轨迹点  carid:11991 | 里程:1124119 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E0GE61 (颜色:1) | 坐标: 114.0463638305664,30.901596069335938 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+119.5 | 航向角: 185.8311
非：├─ 车辆轨迹点  carid:11996 | 里程:1124365 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AAD5A6 (颜色:0) | 坐标: 114.04606628417969,30.89938735961914 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+365.5 | 航向角: 189.34578
非：├─ 车辆轨迹点  carid:11997 | 里程:1124052 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A91LTW (颜色:0) | 坐标: 114.0457992553711,30.89801788330078 | 速度: 61.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+52.5 | 航向角: 184.72888
非：├─ 车辆轨迹点  carid:12002 | 里程:1124267 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B40441 (颜色:0) | 坐标: 114.04620361328125,30.9002742767334 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+267 | 航向角: 187.97578
非：├─ 车辆轨迹点  carid:12003 | 里程:1123981 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B2979T (颜色:6) | 坐标: 114.04646301269531,30.902828216552734 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+981.5 | 航向角: 183.79556
非：├─ 车辆轨迹点  carid:12008 | 里程:1123828 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂EUYY8L (颜色:0) | 坐标: 114.04651641845703,30.90421485900879 | 速度: 48.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+828.5 | 航向角: 181.82054
非：├─ 车辆轨迹点  carid:12009 | 里程:1123302 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E584G8 (颜色:3) | 坐标: 114.04623413085938,30.9089412689209 | 速度: 42.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+302 | 航向角: 174.59746
非：├─ 车辆轨迹点  carid:12014 | 里程:1123743 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E5E6IE (颜色:0) | 坐标: 114.04651641845703,30.90497589111328 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+743 | 航向角: 180.48393
非：├─ 车辆轨迹点  carid:12015 | 里程:1123236 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E7G41R (颜色:1) | 坐标: 114.0458755493164,30.911466598510742 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+236 | 航向角: 174.22624
非：├─ 车辆轨迹点  carid:12016 | 里程:1122155 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E994F7 (颜色:0) | 坐标: 114.04388427734375,30.928203582763672 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+155.5 | 航向角: 3.249123
非：├─ 车辆轨迹点  carid:12017 | 里程:1121851 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A4VL7M (颜色:2) | 坐标: 114.04418182373047,30.93092155456543 | 速度: 49.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+851 | 航向角: 9.420227
非：├─ 车辆轨迹点  carid:12018 | 里程:1123265 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A8E297 (颜色:0) | 坐标: 114.04618835449219,30.90926742553711 | 速度: 44.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+265.5 | 航向角: 174.36104
非：├─ 车辆轨迹点  carid:12020 | 里程:1122916 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A99E04 (颜色:1) | 坐标: 114.0444564819336,30.921361923217773 | 速度: 45.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+916.5 | 航向角: 173.836
非：├─ 车辆轨迹点  carid:12021 | 里程:1123041 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂B525Y0 (颜色:0) | 坐标: 114.04633331298828,30.907976150512695 | 速度: 76.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+41.5 | 航向角: 173.92151
非：├─ 车辆轨迹点  carid:12022 | 里程:1122364 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A6DO11 (颜色:0) | 坐标: 114.04387664794922,30.92631721496582 | 速度: 58.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+364.5 | 航向角: 359.11636
非：├─ 车辆轨迹点  carid:12023 | 里程:1121968 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂AM7920 (颜色:1) | 坐标: 114.04402160644531,30.929868698120117 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+968.5 | 航向角: 6.86953
非：├─ 车辆轨迹点  carid:12026 | 里程:1122822 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂EFC0P3 (颜色:2) | 坐标: 114.0443344116211,30.92220687866211 | 速度: 67.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+822 | 航向角: 173.89453
非：├─ 车辆轨迹点  carid:12027 | 里程:1122968 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E25B3LW (颜色:4) | 坐标: 114.04391479492188,30.928749084472656 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+968 | 航向角: 173.88187
非：├─ 车辆轨迹点  carid:12028 | 里程:1122446 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E9S920 (颜色:0) | 坐标: 114.0439224243164,30.925582885742188 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+446 | 航向角: 357.37817
非：├─ 车辆轨迹点  carid:12029 | 里程:1122307 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂A788H3 (颜色:0) | 坐标: 114.04386138916016,30.926830291748047 | 速度: 49.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+307.5 | 航向角: 0.069763
非：├─ 车辆轨迹点  carid:12030 | 里程:1123044 | 时间：2025-03-21 22:11:34:143 | 车牌: 鄂E81746 (颜色:0) | 坐标: 114.0463638305664,30.90770721435547 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+44.5 | 航向角: 173.9262

===================next news===================
非：├─ 车辆轨迹点  carid:12032 | 里程:1122758 | 时间：2025-03-21 22:11:34:324 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04393005371094,30.928937911987305 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+758 | 航向角: 173.89409
